Gp1,Hfd,Tb1,Wd,VEC1,sVEC,Phase Formation
6.158,0.127454033,1949.428,0.198582215,6.158,1.537999997,BMG
8.27,1.107644964,3460.293,0.069378718,6.465,1.819499999,BMG
4.3,0.218858623,1955.8,0.137671335,4.3,1.699999999,BMG
5.62,0.417369955,3414.45,0.239131145,4.62,1.82,BMG
10.15,0.598825729,3350.85,0.011329606,7.65,1.999999996,BMG
4.475,0.19883681,1964.95,0.243265606,4.475,1.724999999,BMG
6.58,0.166952493,2976.21,0.233306468,4.18,2.000000002,BMG
4.2,0.064270417,1498.09,0.197976823,4.2,1.999999999,BMG
8.528,1.085832206,3528.4712,0.068373188,6.666,1.793800002,BMG
4,0.064368723,1582.65,0.20657029,4,2,BMG
5.66,0.554092239,3486.58,0.241584687,4.66,1.769999999,BMG
6.7,0.355590362,3179,0.183272548,4.2,1.999999999,BMG
6.862,0.142585663,3984.2855,0.093348968,5.862,1.806500002,BMG
8.6,0.579332805,3549.35,0.059829449,4.6,1.6,BMG
5.72,0.406495103,3444.37,0.204572885,4.72,1.799999999,BMG
5.4175,0.165623134,3670.379,0.111953061,4.4175,1.932499999,BMG
8.82,0.698176635,3397.69,0.08292401,6.62,2.000000002,BMG
4.855,0.17787276,2059.17,0.139661114,4.855,1.695000001,BMG
3.35,0.169156163,1820.35,0.224774824,3.35,1.85,BMG
7.5,0.337423366,3300.35,0.20187309,3,2.000000001,BMG
8.2,0.129674751,3441.75,0.07445731,8.2,1.399999997,BMG
9.48,0.74870002,2869.55,0.038375486,7.08,2.000000002,BMG
11,0.476799809,2675.55,0.012931718,9,1.359999999,BMG
4.9,0.176551522,1619.75,0.214982647,4.9,1.9,BMG
7.05,0.226343406,3265.95,0.087345809,4.05,1.999999998,BMG
8.94,0.682496851,3406.41,0.08234397,6.74,2,BMG
7.525,0.171481182,3886.44,0.108729691,5.175,2,BMG
9.417584,0.752868744,3107.345532,0.025001582,7.019984,1.999000002,BMG
4.6,0.400469438,2384.85,0.1784341,4.6,2.000000001,BMG
7.8,0.181090961,3690.15,0.080941926,7,1.560000001,BMG
8.9364,0.677322674,3443.9396,0.062099671,6.6084,1.9612,BMG
9.26,1.235521837,2984.175,0.045039614,7.26,1.929999997,BMG
9.677,1.24991067,3031.575,0.037328549,6.877,1.999999997,BMG
5.72,0.426481455,3440.086,0.230564121,4.72,1.799999999,BMG
8.71,0.661842123,3479.68,0.057830551,6.71,1.959999998,BMG
8.88,0.692609966,3399.25,0.085259492,6.68,2.000000003,BMG
4.16,0.19466117,1941.01,0.246412458,4.16,1.76,BMG
7.5775,0.296821079,3903.3675,0.15126567,6.3775,1.722500002,BMG
8.57,1.04585265,3598.18,0.056455655,6.47,1.709999998,BMG
5.6,0.138879971,3182.97,0.150774984,4.2,1.999999999,BMG
8.2,0.144493914,3401.75,0.073538527,8.2,1.399999997,BMG
8.15935,0.224334827,3625.909,0.078061217,7.41285,1.502500003,BMG
6.7,0.207914832,3288.45,0.079309431,4.2,1.999999999,BMG
9.12,0.671604257,3438.83,0.023112295,6.72,1.960000002,BMG
4.575,0.142019944,3770.765,0.115598494,4.575,1.924999999,BMG
9.4,1.317366476,3047.45,0.042084733,7,1.930000002,BMG
6.462,0.128215281,4065.342,0.08791336,5.902,1.775999999,BMG
8.57,1.041990794,3597.12,0.059933349,6.47,1.709999998,BMG
9.4,1.184378209,2983.55,0.034792468,7.1,2.000000001,BMG
5.276,0.203140541,2042.374,0.229963264,5.276,1.636000003,BMG
9.78,1.226135169,2969.53,0.042647168,6.78,2.000000002,BMG
8.3,0.190689411,3556.05,0.076987814,7.8,1.450000001,BMG
5.935,0.352219855,3338.355,0.146420791,4.885,1.760000002,BMG
6.835,0.158855685,4004.351,0.097240082,5.795,1.841999998,BMG
4.75,0.110111593,3429.94,0.101997007,4.75,1.909999999,BMG
6.2,0.442027424,3430.49,0.16925789,4.8,1.880000002,BMG
6.095,0.200654635,2140.078,0.214603625,6.095,1.544999998,BMG
8.48,1.088224356,3464.67,0.069161185,6.88,1.809999998,BMG
4.71,0.177261502,2008.33,0.13831345,4.71,1.710000001,BMG
6.32,0.339507035,3360.37,0.145165266,4.92,1.759999999,BMG
9.3,1.165991551,2995.23,0.032636731,7.2,1.990000001,BMG
6.158,0.150090905,2010.566,0.219348699,6.158,1.537999997,BMG
8.82,0.695390997,3396.19,0.069358815,6.62,2.000000002,BMG
6.095,0.204568943,2176.326,0.23680824,6.095,1.544999998,BMG
6.32,0.341582319,3364.37,0.14538355,4.92,1.759999999,BMG
6.2,0.494525072,3428.15,0.237669549,4.2,1.999999999,BMG
8.7,0.674254421,3536.97,0.082115914,6.5,2.000000002,BMG
8.9595,1.057572078,3628.032,0.049307901,6.8595,1.860000001,BMG
9.344,0.645154874,3447.79,0.023462163,6.944,1.960000003,BMG
4.325,0.244644463,1874.6,0.146244048,4.325,1.875000002,BMG
8.46,1.103896855,3447.23,0.065772024,6.86,1.829999997,BMG
7.22,0.126831259,3832.53,0.080721472,7.22,1.540000001,BMG
3.6031,0.211278003,1612.5588,0.196330643,3.6031,1.903100001,BMG
6.4,0.278470839,3164.95,0.261884756,4.4,2.000000002,BMG
8.2,0.27119789,3388.35,0.109742961,8.2,1.399999997,BMG
8.48,0.138923219,3472.07,0.074977941,8.48,1.359999996,BMG
6.45,0.147172234,3969.5,0.099328317,5.45,1.849999998,BMG
4.6395,0.179259547,1977.221,0.136158395,4.3395,1.7575,BMG
11.24,0.532532471,3098.21,0.051212237,9.04,1.240000004,BMG
4.25,0.19295552,1908.45,0.23057282,4.25,1.750000001,BMG
6.83,0.151030203,3971.16,0.070276526,5.63,1.749999997,BMG
4,0.044822257,4121.15,0.012345679,4,2,BMG
8.8,0.951284944,3801.45,0.0486456,6.3,1.700000001,BMG
7.675,0.310428897,3319.605,0.090787496,7.075,1.625000001,BMG
11.666,0.662778626,3160.332,0.030609926,9.446,1.222000002,BMG
5.586,0.169611496,3650.8628,0.111164856,4.386,1.933999998,BMG
8.616,1.031437612,3581.546,0.071030206,6.516,1.709999999,BMG
3.35,0.318316857,1660,0.18996636,3.35,1.700000001,BMG
9.488,0.627537588,3457.294,0.02342325,7.088,1.96,BMG
6.734,0.138586749,4020.216,0.097054823,5.734,1.845999998,BMG
8.82,0.651519736,3543.19,0.033149077,6.82,2,BMG
9.176,0.672530469,3401.758,0.024566011,6.776,1.959999998,BMG
8.83,0.64745576,3517.11,0.051604232,6.83,1.98,BMG
8.68,0.668982742,3564.93,0.082118441,6.48,1.999999998,BMG
3.8,0.10135333,1597.25,0.121792204,3.8,1.800000002,BMG
8.8165,0.467108605,2763.357,0.041132771,7.1165,2.000000003,BMG
8.708,1.107353783,3468.5712,0.068492491,6.646,1.813800002,BMG
9.263,0.681220558,3368.104,0.02006456,6.813,1.980000001,BMG
8.7224,0.669585243,3509.0516,0.074843211,6.4664,1.940000002,BMG
6.32,0.130329468,4115.75,0.088376901,5.52,1.839999998,BMG
8.87,0.693184339,3401.395,0.090796599,6.87,1.999999999,BMG
4.675,0.176152011,2022.8,0.139503429,4.675,1.715000001,BMG
6.69,0.174837985,4050.14,0.096809051,5.69,1.830000002,BMG
9.162,0.64409041,3512.342,0.026217136,6.762,1.940000002,BMG
7.56,0.124296541,3622.442,0.117162178,6.56,1.939999998,BMG
4.7015,0.141126871,3749.0615,0.113410513,4.7015,1.898500002,BMG
7.5,0.135509431,3618.45,0.077439387,7.5,1.5,BMG
8.13,0.309601498,3629.15,0.108281599,7.63,1.91,BMG
3.95,0.155759949,1514.35,0.193944037,3.95,1.95,BMG
7.5,0.140854199,3730.65,0.079643154,7.5,1.5,BMG
7.93,0.269417541,5078.46,0.025231413,6.23,1.629999999,BMG
6.05,0.451436385,3434.63,0.209584752,4.45,1.899999999,BMG
8.09,0.303680566,3593.31,0.109931149,7.59,1.95,BMG
8.76,0.983702305,3669.73,0.04738497,6.26,1.68,BMG
8.628,1.093619687,3491.8512,0.068935016,6.766,1.813799997,BMG
5.5,0.316655736,3227.75,0.194393482,4.5,1.999999998,BMG
9.128,0.671736939,3433.534,0.023329745,6.728,1.959999998,BMG
8.87,0.690179162,3391.865,0.09029826,6.87,1.999999999,BMG
7.043,0.330771523,3371.307,0.260768793,4.543,1.857000001,BMG
8.78,0.694831909,3414.95,0.082365143,6.58,1.99,BMG
7.05,0.153128747,3933.65,0.068937203,5.05,2,BMG
10.66,0.557916577,3289.41,0.020326031,8.66,0.539999998,BMG
4.62,0.119524425,3578.83,0.101076509,4.62,1.88,BMG
7.87,0.2615277,3312.68,0.081637165,7.77,1.530000001,BMG
3.8,0.187164618,1913.65,0.245201877,3.8,1.800000002,BMG
10.78,0.553479126,3284.09,0.020164176,8.98,0.419999997,BMG
12.1,0.235118302,2874.21,0.106693928,3.7,2.000000002,BMG
11.098,0.60097763,3431.796,0.036060664,8.748,1.235000002,BMG
8.13,0.150133248,3614.35,0.077560266,7.43,1.5,BMG
11,0.476833838,2683.55,0.013347699,9,1.040000004,BMG
7.2655,0.163376096,3870.9925,0.069849697,5.3255,1.921499998,BMG
6.4,0.382185391,3941.95,0.031881078,4.4,1.8,BMG
8.87,1.062609071,3552.59,0.064808195,6.67,1.860000002,BMG
6.3,0.489834332,3394.55,0.266777314,5.3,1.800000003,BMG
6.71,0.430479696,3382.011,0.168171937,4.92,1.872000001,BMG
7.78,0.160809728,3694.29,0.079105262,6.98,1.539999997,BMG
10.28,0.56748737,3463.486,0.052170868,7.88,1.959999996,BMG
3.475,0.322757207,1698.875,0.166971244,3.475,1.65,BMG
6.2,0.362715607,3382.65,0.147095716,4.95,1.775000002,BMG
6.52,0.155216589,3093.03,0.210611251,4.32,2,BMG
5.72,0.419869982,3441.514,0.222487353,4.72,1.799999999,BMG
10.83,0.553775723,3386.69,0.031839972,8.33,1.999999997,BMG
4.6,0.310242212,3609.19,0.125116056,4.6,1.780000001,BMG
4.3,0.22262355,1967,0.145345693,4.3,1.799999999,BMG
8.4,0.164510727,3529.65,0.075601642,7.4,1.500000002,BMG
6.32,0.343613858,3368.37,0.145601196,4.92,1.759999999,BMG
7.98,0.270228966,5045.36,0.026276886,6.28,1.629999999,BMG
12.1,0.173735841,2880.57,0.095513634,3.7,2.000000002,BMG
8.97225,1.058230021,3627.126,0.04523968,6.87225,1.86,BMG
8.9075,1.065442657,3622.8525,0.045210357,6.8075,1.859999998,BMG
8.8335,1.049675936,3616.236,0.051139858,6.7335,1.800000001,BMG
7.32,0.110569352,3382.03,0.085290356,7.32,1.320000001,BMG
8.8635,1.062952295,3619.236,0.052618299,6.7635,1.800000001,BMG
5.9,0.437214315,3459.55,0.163649293,4.5,1.899999999,BMG
6.805,0.149304573,4003.951,0.097633663,5.865,1.831999998,BMG
7.84,0.218358835,3699.67,0.075649605,7.04,1.520000001,BMG
9.032,0.675151756,3440.6188,0.054554463,6.632,1.959999998,BMG
7.94,0.380713002,3557.06,0.113690016,6.79,1.950000002,BMG
6.825,0.138974904,3949.299,0.09660602,5.865,1.826999998,BMG
9.25,1.203256563,3131.45,0.045630725,6.85,1.870000002,BMG
9.19,1.232024044,3196.73,0.045368753,6.89,1.869999997,BMG
4.91,0.19431771,2074.842,0.141703649,4.91,1.689999998,BMG
9.58,1.263231839,2884.16,0.039627221,7.08,2.000000002,BMG
11.2,0.501069901,2781.75,0.044804011,9.2,1.200000004,BMG
5.99,0.463845501,3445.58,0.209584752,4.39,1.929999999,BMG
7.71,0.139641528,3679.24,0.07928196,7.71,1.470000003,BMG
7.04,0.165819226,3638.59,0.089261734,6.24,1.640000001,BMG
6.1475,0.436643506,3435.8595,0.165683237,4.6275,1.8915,BMG
8.785,0.995943143,3672.23,0.04887378,6.285,1.680000002,BMG
7.565,0.262795222,3673.1365,0.079131157,7.465,1.505000002,BMG
4.75,0.1129933,3486.04,0.102999351,4.75,1.909999999,BMG
9.36,1.201026598,2960.27,0.034287316,7.16,2,BMG
6.15,0.377160667,3391.775,0.147095716,4.9,1.800000001,BMG
8.15,0.141918134,3439.3,0.080844633,8.15,1.449999997,BMG
6.9,0.455167041,3390.7,0.173443164,4.4,2.000000002,BMG
7.193,0.145243113,2133.846,0.222053932,7.193,1.423000001,BMG
9.53,1.272673132,2880.86,0.039728777,7.03,1.999999998,BMG
9.506,1.193967543,3096.425,0.039264159,6.856,1.952,BMG
9.655,1.249239702,2889.11,0.039461386,7.155,2.000000001,BMG
5.6,0.349957277,3234.35,0.19602014,4.6,2.000000001,BMG
7.2,0.264820335,2511.25,0.202423951,3.2,1,BMG
9.28,1.177130326,2992.03,0.03751002,7.08,1.959999999,BMG
7.44,0.136898894,3251.5,0.088333333,7.14,1.680000003,BMG
9.28,1.16240561,3031.39,0.038353446,7.08,1.959999999,BMG
4.2,0.072472415,1484.95,0.218819428,4.2,1.999999999,BMG
5.72,0.413208848,3442.942,0.213839055,4.72,1.799999999,BMG
4.25,0.193897398,1920.27,0.23544692,4.25,1.750000001,BMG
6.7,0.181655845,3264.8,0.19931153,4.2,1.999999999,BMG
6.32,0.345602758,3372.37,0.145818208,4.92,1.759999999,BMG
7.8,0.157771195,3641.39,0.076211132,7,1.560000001,BMG
8.61,0.664701599,3489.18,0.074173921,6.61,1.960000003,BMG
7.5,0.149870441,3619.84,0.086097401,6.8,1.57,BMG
3.39,0.290479614,1865.62,0.158138894,3.39,1.99,BMG
8.11,0.306425026,3622.45,0.109412015,7.61,1.929999998,BMG
7.4,0.163644865,3642.31,0.084723014,6.6,1.599999997,BMG
7.15,0.164660035,3874.1,0.107047951,5.75,1.810000002,BMG
6.2,0.404549525,3406.33,0.154343616,4.8,1.839999998,BMG
6.2925,0.435657992,3421.9795,0.166596749,4.7025,1.886500002,BMG
4.315,0.171260476,1963.92,0.139389684,4.315,1.755000002,BMG
5.63,0.428532796,3444.97,0.24295339,4.63,1.799999998,BMG
8.13,0.148672874,3477.32,0.075336642,8.13,1.409999997,BMG
7.193,0.141501032,2103.508,0.200870522,7.193,1.423000001,BMG
8.42,1.159370196,3457.45,0.068446548,6.92,1.810000002,BMG
8.13,0.311224901,3595.49,0.107361892,7.63,1.91,BMG
5.72,0.399725575,3445.798,0.19462605,4.72,1.799999999,BMG
8.52,1.010819955,3699.21,0.072149997,6.42,1.709999999,BMG
4.15,0.14248373,1547.3,0.226267307,4.15,1.95,BMG
8.704,0.698167199,3400.4296,0.082751593,6.548,2.000000003,BMG
8.2,0.628247061,3551.35,0.063732507,6.7,1.910000001,BMG
8.8,0.700035224,3397.17,0.082094539,6.6,2,BMG
8.13,0.312299949,3573.05,0.10674355,7.63,1.91,BMG
7.74,0.159267608,3692.25,0.076807119,6.94,1.58,BMG
5.15,0.208057989,2042.19,0.139129035,5.15,1.66,BMG
8.77,1.048583149,3572.95,0.065352738,6.57,1.820000002,BMG
4.09,0.222045236,1512.67,0.216361819,4.09,1.889999998,BMG
5.76,0.387516638,3494.57,0.282677753,4.76,1.980000002,BMG
8.54,0.288913791,3838.582,0.094958902,7.94,1.728000001,BMG
8.78,1.053903273,3573.95,0.065861519,6.58,1.820000002,BMG
7.86,0.239623336,3706.37,0.074932348,7.06,1.499999998,BMG
7.185,0.263593329,3957.595,0.083571824,6.235,1.714999998,BMG
6.98,0.452998961,4413.07,0.074809729,4.38,1.78,BMG
7.94,0.159796688,3649.33,0.077027931,7.14,1.540000004,BMG
8.28,0.623992279,3598.29,0.046734042,6.78,1.949999997,BMG
6.756,0.192041367,4046.794,0.099997935,5.756,1.824000001,BMG
3.93,0.28521412,1929.94,0.157730604,3.93,1.930000002,BMG
6.602,0.157112931,3949.691,0.070775142,5.712,1.800999997,BMG
4.425,0.142130957,3579.025,0.104657287,3.925,1.925000001,BMG
6.85,0.139794195,4024.65,0.112601403,5.35,2.000000002,BMG
9.0588,0.67353281,3440.5332,0.040611857,6.6828,1.960400002,BMG
6.37,0.4348496,3414.567,0.166947548,4.74,1.883999998,BMG
5.72,0.372017191,3451.51,0.145716069,4.72,1.799999999,BMG
8.8735,1.065432223,3620.236,0.053088972,6.7735,1.800000003,BMG
11.35,0.512548394,2547.42,0.034092972,9.25,0.919999996,BMG
6.67,0.228650639,4182.73,0.173580415,5.37,2.000000002,BMG
8.52,1.047338091,3587.55,0.073443719,6.42,1.709999999,BMG
4.35,0.203438997,1974.15,0.151507628,4.35,1.750000002,BMG
8.1,0.339731655,3625.73,0.109588277,7.6,1.940000001,BMG
8.2,0.261184534,3355.45,0.105432726,8.2,1.399999997,BMG
6.7675,0.13946951,4016.1205,0.099231221,5.6975,1.863500001,BMG
6.81,0.141569715,3244.99,0.093921079,6.51,1.749999998,BMG
4.7,0.202350719,2001.75,0.247509543,4.7,1.700000002,BMG
4.3325,0.198928243,2029.985,0.134462513,4.3325,1.762500001,BMG
7.78,0.142931524,3652.77,0.078844769,7.78,1.459999997,BMG
8.76,0.689846442,3453.09,0.082104834,6.56,2.000000001,BMG
7,0.01658423,3934.15,0.12568306,7,2.000000002,BMG
5.925,0.516700061,3446.3,0.268298337,4.675,1.899999999,BMG
4.76,0.235697837,3897.87,0.103053215,4.76,1.800000002,BMG
6.95,0.433677123,3373.15,0.1659526,4.45,1.949999999,BMG
8.85,1.050664998,3567.41,0.066730998,6.45,1.799999997,BMG
6.016,0.426648732,3401.738,0.248483307,5.016,1.747999998,BMG
9.43,1.257481447,2894,0.037260995,7.13,2.000000001,BMG
5.681,0.204679893,2108.614,0.233821127,5.681,1.590999999,BMG
9.556,1.217782252,3051.975,0.036789319,6.906,1.976999998,BMG
10.74,0.547208035,3263.43,0.017276602,9.04,0.400000004,BMG
8.09,0.302671391,3615.75,0.110528087,7.59,1.95,BMG
8.6916,0.683266353,3417.6428,0.109173745,6.4596,1.9628,BMG
6.775,0.139152947,4003.551,0.098017528,5.935,1.822000001,BMG
8.82,0.688847857,3422.51,0.07562616,6.62,2.000000002,BMG
8.861,0.681469127,3276.137,0.010496912,7.261,1.992999999,BMG
8.125,0.166977834,3631.025,0.111613691,7.625,1.924999997,BMG
5.696,0.114324703,2104.91,0.217960862,2.336,2.000000001,BMG
3.8138,0.200311506,1606.2024,0.201800331,3.8138,1.913799999,BMG
8.96,0.696623528,3412.79,0.073785015,6.56,2.000000001,BMG
3.35,0.323205173,1934.2,0.158045906,3.35,1.999999999,BMG
7.15,0.15672893,3912.18,0.069802522,5.25,1.930000002,BMG
6.7,0.225338429,4081.69,0.091963569,5.7,1.760000001,BMG
8.09,0.305182609,3559.65,0.109028418,7.59,1.95,BMG
7.49332,0.164706369,3341.59868,0.079958654,6.89332,1.644679997,BMG
5.681,0.201001607,2072.76,0.21252965,5.681,1.590999999,BMG
5.333333333,0.212049852,1709.983333,0.248253197,5.333333333,1.833333333,BMG
6.215,0.59646151,3485.995,0.264524071,5.215,1.795000001,BMG
7.565,0.135356653,3666.5065,0.078419881,7.465,1.505000002,BMG
8.82,1.060623209,3629.31,0.068717429,6.72,1.859999998,BMG
5.575,0.407202979,3527.455,0.292981112,4.875,1.875000002,BMG
9.84,0.586359124,3641.155,0.024860666,6.69,1.999999999,BMG
9.93,0.625375944,3375.29,0.03507118,7.43,2,BMG
4.43,0.201209348,1996.99,0.256901919,4.43,1.729999998,BMG
11.6,0.74945938,3090.99,0.057836516,9.6,1.2,BMG
6.84,0.138323329,3964.79,0.071657088,5.24,1.999999998,BMG
9.355,1.189192537,2975.195,0.033855116,7.155,2.000000001,BMG
8.74,0.684385145,3450.51,0.082884787,6.54,1.970000003,BMG
8.85,0.684062132,3315.37,0.008048699,7.15,2.000000002,BMG
8.55,0.350801808,3284.5,0.163993313,7.55,1.999999998,CRA
9.6,0.166046436,3284.95,0.101086229,9.6,1.8,CRA
10.815,0.432457228,2739.03,0.016234347,9.115,2.000000001,CRA
9.35,0.061997232,2947.6,0.00523758,9.35,1.549999999,CRA
11.08,0.505867615,2607.17,0.012633023,8.88,1.999999998,CRA
12.68,0.130545649,2824.79,0.032702924,3.48,2.000000001,CRA
10.36,0.167782345,2881.63,0.11323645,10.36,1.079999997,CRA
7.77,0.252103429,2221.11,0.108018778,3.47,1.739999999,CRA
10.94,0.066629481,2713.13,0.006021047,10.94,1.020000002,CRA
10.52,0.145571604,2868.01,0.098332138,10.52,1.059999997,CRA
10.975,0.49905361,2621.455,0.026100809,8.825,1.999999998,CRA
8.72,1.131149177,3283.99,0.044794417,7.12,1.640000002,CRA
11.88,0.234216679,2901.59,0.093714425,3.08,1.999999999,CRA
6,0.088258715,2690.35,0.181246775,6,1.600000002,CRA
12.68,0.129187847,2819.01,0.058399483,3.28,2.000000001,CRA
3.05,0.211517658,1863.3,0.128586821,3.05,1.900000001,CRA
8.25,0.545716841,3158.11,0.036057492,7.65,1.999999996,CRA
9.95,0.138921155,3001.35,0.061857986,6.45,1.600000003,CRA
10.13,0.025650766,2921.86,0.004842195,10.13,1.289999998,CRA
10.4,0.190838374,2918.95,0.128621512,9.4,1.199999996,CRA
8.59,0.65212205,3254.07,0.017722829,7.39,2.000000003,CRA
8.05,0.586820829,3322.65,0.018272428,7.05,1.999999998,CRA
12.3,0.141716134,2760.1,0.094525423,3.3,2,CRA
2.25,0.101403305,1719.47,0.057177776,2.25,2,CRA
11,0.995176626,3388.45,0.019239868,8.5,2.000000003,CRA
12.6,0.138813343,2828.95,0.053320383,3.6,2.000000002,CRA
8.15,0.22326261,4665.45,0.048384124,5.15,1.299999998,CRA
9.25,0.418170001,3217.05,0.006944608,8.75,2.000000004,CRA
12.8,0.828343281,2911.65,0.054820456,3.3,1.95,CRA
6,0.324013628,2901.55,0.151546707,6,1.600000002,CRA
10.6,0.526565737,3238.95,0.020983629,9.1,2.000000002,CRA
12.44,0.074231936,2763.67,0.025963166,3.44,2.000000001,CRA
12.51,0.164282772,2840.77,0.06356199,3.81,1.999999999,CRA
8.4,0.534106079,3200.71,0.023537093,7.8,1.999999997,CRA
12.5625,0.177500871,2818.6125,0.078956695,3.6875,1.999999999,CRA
7.78,0.342889057,3125.07,0.020289137,7.58,1.839999998,CRA
12.88,0.016310378,2782.99,0.009703169,3.08,1.999999999,CRA
2.95,0.091268093,1582.65,0.087622866,2.95,1.900000001,CRA
6.335,0.110449153,3257.027,0.189638655,6.335,2,CRA
7.9,0.057476501,3317.05,0.104718888,7.9,2,CRA
8.7,0.357823205,3264.8,0.164637284,7.2,2.000000002,CRA
10.56,0.144931324,2887.15,0.099280268,10.36,1.079999997,CRA
10.2,0.27186253,2686.86,0.109073007,5,1.38,CRA
3,0.318316392,2020.25,0.126569555,3,2.000000001,CRA
9.62,0.027905791,2972.69,0.005328174,9.62,1.460000002,CRA
12.4,0.27815125,3653.87,0.063240727,4,2,CRA
2.5,0.10940381,1549.05,0.071397534,2.5,1.95,CRA
10,0.270040797,3057.35,0.165326144,3.5,1.999999999,CRA
8.46,0.586278933,3220.99,0.018864386,7.66,2.000000002,CRA
9.45,1.072716152,3638.15,0.025763335,7.95,2,CRA
5.8,0.428624968,4285.79,0.055896654,4.5,1.499999999,CRA
9.6,0.111432706,3204.55,0.061403509,9.6,1.2,CRA
12.4,0.08200047,2825.45,0.062760185,3,2.000000001,CRA
10.7,0.097057492,2899.05,0.054770335,8.7,1.299999997,CRA
11.1,0.376491655,3042,0.124697151,3.1,1.95,CRA
10.76,0.118521914,2721.58,0.069596897,10.76,1.029999999,CRA
9.92,0.062303077,2882.79,0.005706095,9.92,1.359999998,CRA
12.55,0.140143875,2832.37,0.054001536,3.65,1.999999998,CRA
12.664,0.092190414,2821.788,0.019550772,3.084,2.000000001,CRA
8.28,1.117652071,3698.11,0.024875167,7.28,2.000000002,CRA
12.52,0.115851942,2798.31,0.032410266,3.52,1.999999999,CRA
9.05,0.689307437,3311.08,0.008305558,7.25,1.949999998,CRA
9.48,1.027335338,3780.35,0.028551293,7.68,2.000000003,CRA
10.7,0.304080305,3016.35,0.166523179,3.7,2.000000002,CRA
9.1,1.022137327,3815.4,0.026048928,7.85,2,CRA
11.6,0.18336274,2893.15,0.118907499,4.6,1.800000001,CRA
10.44,0.131137296,2874.39,0.096564748,10.04,1.120000001,CRA
9.56,0.533114534,3283.83,0.021786902,8.16,1.999999998,CRA
10.75,0.233069427,2994.05,0.146422546,3.25,1.999999999,CRA
3,0.34147454,2016.05,0.167111267,3,2.000000001,CRA
9.1,0.998101042,3391.65,0.015852163,8.6,2.000000004,CRA
2.55,0.202491126,1791.2,0.108871446,2.55,1.999999999,CRA
9.3,0.130373127,3085.45,0.077208872,9.3,1.500000004,CRA
10.8,0.123303395,2867.81,0.08393385,10.2,1.099999997,CRA
12.76,0.115388604,2816.63,0.028696936,3.36,1.999999999,CRA
4,0.075664148,1326.55,0.067581837,4,2,CRA
8.9,0.65541358,3232.17,0.007300932,7.7,1.900000002,CRA
8.05,0.502466159,3264.85,0.031251531,7.55,1.999999998,CRA
9.79,0.195113208,3135.07,0.107042666,6.69,1.999999999,CRA
11.71,0.773354153,2958.35,0.056801226,3.81,1.79,CRA
7.5,0.410815944,3372.05,0.109984941,7,2.000000002,CRA
12.739,0.071576016,2814.422,0.003606681,3.029,2,CRA
9.65,0.170739704,3065.25,0.040079581,4.15,1.899999999,CRA
12.52,0.03138699,2755.51,0.018881402,3.32,2.000000001,CRA
9.2,0.170611477,3103.65,0.040515398,4.2,1.899999998,CRA
7.74,0.470231409,3475.51,0.029662512,7.54,1.819999997,CRA
2.5,0.100263397,1460.25,0.019543974,2.5,2,CRA
9.6,1.055133696,3671.15,0.027455474,7.8,1.999999997,CRA
2.225,0.077276547,1458.14,0.027525241,2.225,1.999999999,CRA
9.83,0.099338072,2707.76,0.001050302,9.83,1.390000003,CRA
9.2,0.901231586,3758.55,0.07679546,8.4,1.720000002,CRA
12.575,0.136445514,2785.975,0.07554453,3.325,1.999999999,CRA
12.53,0.156639395,2840.97,0.043014959,3.73,1.999999998,CRA
11.8,0.212210901,3020.55,0.070244875,3.8,1.999999998,CRA
10.8,0.560793166,3467.75,0.012301586,6.8,2,CRA
8.2,0.582997975,3397.23,0.024010383,7.4,1.900000002,CRA
10.8,0.154012669,2881.99,0.103572955,9.4,1.199999996,CRA
2.6,0.129671814,1734.35,0.087204939,2.6,1.95,CRA
10.08,0.994773558,3662.83,0.061177419,8.28,1.839999998,CRA
10.68,0.127283443,2790.39,0.080364849,10.68,1.039999998,CRA
8.7,0.56766977,3227.23,0.037445909,7.9,2,CRA
4.2,0.238668784,2451.15,0.160368671,4.2,1.800000002,CRA
12.68,0.110642486,2822.87,0.051501665,3.18,2.000000001,CRA
8.6,0.240161589,2988.75,0.173746946,8.6,1.300000003,CRA
12.34,0.121245517,2833.33,0.071418794,3.14,2,CRA
11.2,0.159017233,2945.75,0.008628955,3.2,2,CRA
9.7,0.12441825,3118.25,0.068584351,9.7,1.7,CRA
7.7,0.47242368,3511.07,0.030923134,7.5,1.8,CRA
7.55,0.576391695,3217.27,0.121740257,7.05,1.999999998,CRA
8.84,0.435992766,3441.85,0.032551658,8.24,1.899999998,CRA
3.6,0.117794486,4294.15,0.102466793,3.6,2.000000002,CRA
8.45,0.666918039,3142.07,0.060386126,7.25,2,CRA
7.79,0.439675238,3392.09,0.032250619,7.49,1.879999999,CRA
4.5,0.295204267,2319.4,0.181715792,4.5,1.750000001,CRA
12.4,0.610299977,2943.75,0.073145482,3.4,2,CRA
10.64,0.138568692,2870.09,0.099728008,9.24,1.22,CRA
9,0.251131515,3170.15,0.09990175,3,2.000000001,CRA
8.68,1.050532366,3903.23,0.031749414,6.88,1.999999997,CRA
10,1.109264965,3420.15,0.025210084,8,2,CRA
10.5,1.003355413,3453.95,0.025326464,7.5,2.000000003,CRA
3.8,0.085818624,4488.15,0.078870497,3.8,1.999999998,CRA
4.9,0.353655792,4758.95,0.046734329,4.4,1.600000002,CRA
