Gp1,Hfd,Tb1,Wd,VEC1,sVEC,Phase Formation
10.8,0.545981463,3286.55,0.018973666,8.8,0.800000001,RMG
8.95,0.679002816,3417.25,0.009445738,6.95,1.999999999,RMG
9.32,0.588491292,3408.95,0.035726297,7.52,2.000000001,RMG
5.95,0.22082418,4060.74,0.086335832,5.45,2,RMG
4.95,0.369205339,2298.8,0.194119529,4.95,2,RMG
10.704,0.536258698,3289.302,0.011485247,8.944,0.352000001,RMG
10.8,0.604692582,3024.25,0.023363096,8.8,1.999999998,RMG
9.68,0.983543563,3665.03,0.067402015,8.48,1.8,RMG
5,0.074720163,1524.95,0.21449472,5,2,RMG
5.9,0.438843393,4644.55,0.067775265,4.4,1.600000002,RMG
10.09,0.571634986,3347.61,0.044825025,8.39,2.000000003,RMG
4.55,0.385619975,2266.15,0.175500731,4.55,2.000000002,RMG
10.568,0.54152525,3470.974,0.046474582,8.168,1.960000002,RMG
12,0.188067414,2780.8,0.106421769,3.56,1.86,RMG
10.08,1.02305474,3452.15,0.020375997,7.68,2.000000003,RMG
3.25,0.312643786,1755.3,0.139632775,3.25,1.999999999,RMG
8.65,0.491856164,3549.85,0.075352782,8.15,1.399999999,RMG
10.745,0.559496603,3217.895,0.02184261,9.095,0.415000002,RMG
7.96,0.085739693,3312.71,0.043958033,7.96,1.999999997,RMG
9.5,0.628543249,3380.35,0.007454739,7.5,2.000000003,RMG
4.75,0.195742723,1903.95,0.129162107,4.75,1.700000001,RMG
5.5,0.564418378,4230.05,0.071283479,4,2,RMG
8.5,0.390322019,3272.65,0.173122259,6.5,2.000000002,RMG
10.16,0.592350464,3490.15,0.004812409,7.26,2.000000002,RMG
8.04,0.208360197,3646.11,0.076585846,8.04,1.38,RMG
7.5,0.577258739,3990.03,0.089825153,4,2,RMG
11.14,0.509371436,2592.85,0.017256111,8.94,1.960000004,RMG
11.8,0.191608774,2766.3,0.114961788,3.52,1.820000002,RMG
8.5,0.237136798,3587.85,0.152297221,8.5,1.7,RMG
11.6,0.222223005,2925.35,0.112107557,3.6,2.000000002,RMG
12.05,0.200982204,2892.1,0.101757383,4.05,1.999999998,RMG
9.12,0.690104324,3076.43,0.092662773,6.72,2.000000003,RMG
8.5,0.535732482,3942.95,0.09229939,4,2,RMG
9.33,0.735266684,2826.9,0.032714695,7.33,2,RMG
10.7,0.386022043,2839.03,0.013801519,9.3,1.139999999,RMG
8.86,0.155425219,3534.11,0.115951757,7.06,2,RMG
9.1,0.193438537,3516.75,0.115575514,6.1,1.999999997,RMG
8.45,0.610038421,3230.09,0.006142558,7.55,1.999999998,RMG
7.59,0.564098353,3213.008,0.117566542,7.11,1.999999999,RMG
11,0.482262895,3024.35,0.025173485,9,1.600000002,RMG
8.91,0.701744291,3205.96,0.017523887,7.21,1.999999997,RMG
9.875,0.59329924,3350.5,0.008723942,7.875,2,RMG
4.475,0.102354171,1960.475,0.202349265,2.225,1.999999999,RMG
6.5,0.07422491,4048.65,0.11845893,6.5,1.899999998,RMG
12.32,0.218432491,2874.09,0.086748917,4.12,1.999999999,RMG
4.64,0.162124964,1655.71,0.064220243,2.24,2,RMG
3.14,0.31003691,3952.71,0.18309234,3.14,2,RMG
11.94,0.162547228,2894.53,0.067301233,3.14,2,RMG
6.482,0.074191142,4053.138,0.118309494,6.482,1.900000003,RMG
10.01,0.502598406,3701.53,0.045434085,8.31,2.000000001,RMG
8.65,0.178727633,3611.25,0.117491515,6.15,2,RMG
12.19,0.200434983,2875.17,0.101698912,3.49,2.000000001,RMG
8.6,0.664250642,3285.71,0.018992013,7,1.899999997,RMG
8.5,0.655482819,2895.81,0.094131603,7.3,2.000000002,RMG
7.15,0.116423128,3626.6,0.076603644,7.15,1.550000002,RMG
12.24,0.204112365,2861.63,0.091782111,3.84,1.999999999,RMG
11.86,0.694038905,3786.27,0.038076763,6.06,1.999999998,RMG
11,0.546839249,3484.15,0.036156997,7.8,1.999999997,RMG
7.895,0.07620749,3471.224,0.055906065,7.895,1.999999999,RMG
11.85,0.093739561,2608.05,0.110308507,3.35,1.999999999,RMG
2.95,0.304833511,1901.55,0.124428348,2.95,2.000000001,RMG
8.2,0.190818348,3741.15,0.108640857,5.2,2.000000002,RMG
12.04,0.212031667,2872.73,0.099899515,3.84,1.999999999,RMG
6,0.272705069,4613.25,0.077146336,4.5,1.499999999,RMG
5.7,0.54038855,3848.25,0.061980692,4.2,1.800000002,RMG
6.8,0.467020535,4736.59,0.06156478,4.8,1.2,RMG
10.2,0.607762781,3443.83,0.0223495,7.2,2.000000002,RMG
8.6,0.651067807,3262.07,0.006970432,7.4,1.999999998,RMG
6.56,0.594903811,4291.63,0.080372438,4.56,1.999999999,RMG
5.05,0.081403247,4438.05,0.083481102,4.55,2.000000002,RMG
10.82,0.553661575,3363.31,0.030594835,8.42,1.999999998,RMG
12.06,0.190034149,2862.52,0.094523188,3.56,2.000000001,RMG
4.6,0.11829889,1554.8,0.079599367,4.6,2.000000001,RMG
9,0.661758313,3309.91,0.031625154,7.4,1.999999998,RMG
6.5,0.589420189,4171.75,0.084717034,4,2,RMG
10.95,0.462032241,2685.88,0.003815785,9.05,1.999999999,RMG
11.26,0.609190109,3386.75,0.071597393,7.06,2,RMG
9.78,0.664443824,3399.87,0.015183598,6.48,1.999999998,RMG
11.38,0.583362232,3483.63,0.065159428,6.78,2.000000002,RMG
8.21,0.324167483,3467.44,0.061309577,8.21,1.209999997,RMG
8.44,0.508832372,3883.87,0.070337995,6.44,1.200000002,RMG
11.52,0.211367773,2930.59,0.093095199,4.12,1.999999999,RMG
5.9,0.544212801,3552.15,0.066017947,4.9,1.999999999,RMG
7.8,0.083463786,3302.15,0.043375694,7.8,1.999999997,RMG
7.54,0.188724158,3905.71,0.091346582,4.54,1.999999998,RMG
11.82,0.724673161,3767.99,0.037510318,6.22,1.999999998,RMG
8.94,0.684331472,3358.27,0.010996299,6.94,2,RMG
9.5,0.684354111,3344.55,0.014925373,6.75,1.999999998,RMG
9.22,0.193768226,3486.83,0.115440358,6.22,1.999999998,RMG
10.9,0.228023895,2984.05,0.099127877,4.4,2.000000002,RMG
7.1,0.317525763,3379.3,0.187138627,4.6,1.800000001,RMG
6.73,0.115876505,3771.08,0.076852408,6.73,1.609999998,RMG
9.3,1.387445635,2992.65,0.034155379,7.3,2.000000002,RMG
5.35,0.376618559,3520.6,0.12798142,3.35,1.999999999,RMG
5.332,0.091867283,4168.318,0.07311957,5.332,1.999999998,RMG
3.2,0.151773632,3030.23,0.154243631,3.2,2,RMG
9.766,0.634482407,3395.346,0.045374525,7.466,2.000000001,RMG
3.54,0.353940173,1926.59,0.172716726,3.54,1.999999999,RMG
5.5,0.55764119,4342.25,0.072246322,4,2,RMG
11.26,0.621330678,3330.43,0.077137458,7.06,2,RMG
11.8,0.018247527,2890.19,0.087260562,3,2.000000001,RMG
11.02,0.923696778,3502.35,0.030231341,8.02,2.000000003,RMG
6.9,0.139392661,2655.55,0.059783762,6.9,1.999999997,RMG
8,0.035508637,3169.15,0.09795479,3,2.000000001,RMG
5.94,0.086033573,4047.91,0.111851879,5.94,2.000000002,RMG
9.2,1.017678691,3718.55,0.04563334,7.6,1.799999998,RMG
5.8,0.166154164,4046.45,0.020444334,4.3,2,RMG
7.725,0.368546566,3746.6,0.080305821,7.475,1.499999998,RMG
7.16,0.138305212,3866.53,0.125165553,6.96,2.000000001,RMG
6.32,0.389158664,3439.59,0.110001735,5.92,2.000000001,RMG
8.6,0.674808668,3502.15,0.044622633,6.6,2,RMG
6.7,0.091524515,3305.25,0.084417076,6.7,1.699999998,RMG
12.26,0.222333555,2874.17,0.094096185,4.26,2,RMG
12.42,0.610665936,2950.03,0.075254522,3.42,2.000000001,RMG
8.895,0.684717392,3310.885,0.008079956,7.195,1.985,RMG
11.08,0.791010599,3536.91,0.035296828,7.68,2.000000003,RMG
5.8,0.13675304,4369.15,0.187791708,5.8,1.999999999,RMG
12.3,0.835434906,2872.65,0.070855361,3.8,1.999999998,RMG
9.18,0.642963608,3337.15,0.007996862,7.48,1.999999999,RMG
8.2,0.129273962,3573.95,0.077585648,8.2,1.399999997,RMG
12.08,0.156821822,2852.31,0.086908032,3.28,2.000000001,RMG
9.55,0.620304059,3333.57,0.047247135,7.85,2,RMG
10.7,0.54437739,3253.94,0.017297934,9.05,0.370000001,RMG
5.3,0.345524313,4477.27,0.081429403,4,2,RMG
9.03,0.701148204,2987.14,0.02748175,7.33,2,RMG
8.3,0.587717391,3638.99,0.03284228,6.9,1.799999999,RMG
4.08,0.109049716,1516.47,0.073100356,4.08,1.999999998,RMG
5.5,0.417827096,4381,0.068838727,5,1.85,RMG
2.95,0.285533178,1843.05,0.138150739,2.95,2.000000001,RMG
5.69,0.327111444,4702.24,0.1300092,4.19,1.81,RMG
8.59,0.123571098,3576.65,0.114724477,7.49,2.000000001,RMG
11.9,0.255772219,2917.15,0.119576372,4.4,2.000000002,RMG
11.28,0.262660139,2639.41,0.022221654,10.58,1.070000005,RMG
3.45,0.200685674,4116.9,0.113121669,3.45,1.949999999,RMG
8.05,0.398758766,3276.5,0.153787541,4.05,1.999999998,RMG
9.2,0.237193802,3383.75,0.12940821,9.2,1.599999996,RMG
8.625,0.715701266,3344.14,0.081907171,6.775,2,RMG
5.66,0.1380069,4240.53,0.116981905,5.46,1.999999998,RMG
9.25,0.205149332,3497.05,0.113116703,5.75,2,RMG
7.6,0.016195443,3784.55,0.12012423,7.6,2.000000002,RMG
7.94,0.526605466,3424.07,0.032663985,7.34,1.879999999,RMG
12.95,0.642061642,2891.17,0.079594738,3.55,2.000000001,RMG
5.22,0.1220291,4249.09,0.083463644,5.22,1.999999998,RMG
11.62,0.756128601,3705.15,0.037351557,6.62,2.000000002,RMG
7.25,0.109750027,3846.4,0.109602227,7.25,1.749999998,RMG
9.18,0.69296088,3315.71,0.012997356,6.98,1.999999998,RMG
7.6045,0.066296786,3288.6422,0.042610075,7.5955,1.999999998,RMG
11.06,0.881754709,3520.63,0.03246131,7.86,1.999999998,RMG
11.99,0.15468458,2880.05,0.076999228,3.49,2.000000001,RMG
8.43,0.401551788,2650.84,0.076832448,6.93,1.420000001,RMG
7.691,0.248625964,3768.139,0.076304597,7.691,1.387000001,RMG
4.25,0.378023209,2314.9,0.195545989,4.25,1.999999999,RMG
10.51,0.582977593,3470.85,0.044756898,7.61,1.999999997,RMG
10.52,0.152104905,2668.01,0.097477301,10.52,1.059999997,RMG
12.25,0.127769905,2855.45,0.078212173,3.25,1.999999999,RMG
8.96,0.653407056,3065.71,0.086813026,7.36,1.999999997,RMG
10.84,0.637001136,3434.87,0.042033364,6.24,2.000000003,RMG
7.6,0.160357949,3855.35,0.115726385,5.6,1.999999999,RMG
6.95,0.294498097,4705.6,0.058665579,4.95,1.199999998,RMG
9.1,1.140650788,3357.35,0.022566156,7.1,2.000000001,RMG
5.82,0.369468784,4292.73,0.13606774,4.32,2,RMG
9.785,0.647119556,3447.32,0.038559052,6.935,1.999999997,RMG
7.59946,0.066219439,3289.04828,0.04253203,7.59946,1.999999999,RMG
8.76,1.100570567,3628.51,0.043797129,6.96,1.839999999,RMG
7.425,0.828771861,3395.26,0.172083204,5.575,2.000000002,RMG
11.85,0.134786347,2887.25,0.076463868,3.35,1.999999999,RMG
11.5,0.238486524,3045.79,0.097885073,4.9,1.999999999,RMG
2.61,0.236045583,1589.96,0.108805065,2.61,2,RMG
8.75,0.415780484,3365.25,0.046358052,8.25,1.999999997,RMG
10.76,0.310633991,3034.77,0.13017668,4.96,1.999999998,RMG
7.6,0.059392261,3335.75,0.10875113,7.6,2.000000002,RMG
8.35,0.015556758,3335.55,0.046612405,8.35,1.949999999,RMG
9.2,0.276536118,3092.85,0.129584919,6.2,1.599999999,RMG
7.4,0.27452034,3890.75,0.157236994,7.4,1.599999998,RMG
7.12,0.542301294,4186.15,0.115875583,5.52,2.000000002,RMG
12.26,0.182000131,2851.42,0.086459146,3.56,2.000000001,RMG
8.09,0.01706189,3446.97,0.057613357,8.09,1.980000002,RMG
7.98,0.588316117,3191.35,0.025956171,6.98,1.740000003,RMG
5.4,0.400507773,2567.15,0.185113815,5.4,1.999999998,RMG
11.9,0.720775568,3790.27,0.037155559,6.1,1.999999997,RMG
8.46,1.112322597,3275.27,0.049131244,6.66,1.519999998,RMG
7.6,0.065910702,3288.95,0.042529989,7.6,2.000000002,RMG
5.53,0.340525729,4639.57,0.131814312,4.03,2.000000001,RMG
8.6,0.683846538,3299.07,0.075743021,7,2.000000002,RMG
10.2,0.491474654,2638.75,0.048074259,8.2,2,RMG
8.56,1.184143115,3294.63,0.042102762,6.76,1.740000002,RMG
5.67,0.328219211,4699.42,0.130334882,4.17,1.830000001,RMG
7.625,0.653552196,3246.05,0.125926614,6.875,2.000000001,RMG
10.88,0.596207569,2878.37,0.018521261,8.88,1.999999998,RMG
10.1,1.014871591,3466.05,0.031925171,6.6,2,RMG
8.8,0.633612841,3267.27,0.031731585,7.6,2.000000002,RMG
10.96,0.45281822,2691.15,0.020790041,9.16,1.94,RMG
9.27,0.757224389,2956.84,0.029829159,7.17,2.000000001,RMG
9.32,0.681567486,3133.75,0.091900737,6.52,1.999999998,RMG
11.26,0.591443196,3443.07,0.065386405,7.06,2,RMG
12.65,0.781240702,2991.65,0.088612058,4.4,2.000000002,RMG
7.925,0.780833723,3373.96,0.14463211,6.075,2,RMG
10.85,0.574346584,3209.79,0.024168619,9.2,0.519999999,RMG
11.05,0.238168879,3126.13,0.104046127,5.35,2.000000002,RMG
11.3,0.443465163,3628.95,0.063467102,4.8,2.000000002,RMG
6.55,0.399943263,4637.6,0.069349636,4.55,1.450000001,RMG
5.68,0.355748996,4460.17,0.138683311,4.18,2.000000002,RMG
11.6,0.123212634,2869.85,0.093678076,3,2.000000001,RMG
9.85,0.612943404,3385.2,0.046283513,7.35,2.000000003,RMG
5.36,0.125664869,2912.27,0.188457248,5.36,1.680000001,RMG
6.131,0.019153081,4139.054,0.120955128,6.131,2.000000003,RMG
10.91,0.55381339,3393.73,0.032280839,8.21,1.999999997,RMG
8,0.285138407,4132.75,0.095914432,8,1.9,RMG
9.01,0.580861933,2855.4,0.044384805,7.31,1.910000002,RMG
9.72,0.637538503,3306.95,0.071957615,6.92,2,RMG
3.4,0.173218785,1702.65,0.100187516,3.4,1.85,RMG
8.02,0.608701365,3426.51,0.047352694,7.02,2.000000001,RMG
4.4,0.117899058,1968.05,0.133759718,4.4,1.750000001,RMG
6.7,0.11449938,3978.45,0.096342967,6.7,1.699999998,RMG
7.5,0.569821145,4113.45,0.091797609,4,2,RMG
7,0.035040062,3244.55,0.094131574,3,2.000000001,RMG
9.8,0.550198856,3340.55,0.061515227,7.8,1.800000002,RMG
3,0.05618093,1384.25,0.099448957,3,2.000000001,RMG
10.626,0.534078001,3284.246,0.014018063,8.976,0.364000003,RMG
9.475,1.414830309,2928.125,0.036063316,7.225,2,RMG
10.01,0.499430588,3574.28,0.059329917,8.31,1.875,RMG
8.88,0.684868627,3295.51,0.010043717,7.18,2,RMG
8.35,0.171973798,3237.25,0.10814976,5.85,2.000000001,RMG
8,0.112567947,3195.35,0.088459832,8,1.6,RMG
9.68,0.961990016,3778.63,0.071835843,8.08,1.759999999,RMG
10.7,0.551252136,3292.95,0.020141446,8.7,0.599999998,RMG
11.92,0.226124522,2976.47,0.086600688,4.32,2,RMG
7.77,0.494733906,3373.21,0.046793787,7.27,2.000000002,RMG
10.13,0.581801044,3367.37,0.045406412,8.23,2.000000002,RMG
9.5,0.478765737,3951.97,0.092436213,4,2,RMG
4.96,0.204286455,4354.862,0.097090276,4.96,1.999999998,RMG
8.165,0.277052116,3576.5,0.050129676,8.165,2.000000004,RMG
7.11,0.097956593,3246.25,0.066556318,6.61,1.619999998,RMG
8.425,0.380479302,3561.9,0.076585199,8.175,1.400000003,RMG
7.9,0.12530981,3603.85,0.076818428,7.9,1.500000002,RMG
8.92,1.160783748,3486.27,0.037353255,7.12,1.919999998,RMG
9.525,0.684698541,3328,0.01572334,6.775,2,RMG
8.38,0.361857276,3299.46,0.168358076,7.48,1.999999999,RMG
9.976,0.609576832,3417.798,0.04549582,7.176,1.999999997,RMG
8.88,0.681154038,3335.95,0.016254292,6.88,1.939999999,RMG
8.36,0.722798643,2805.91,0.094124904,6.76,1.999999999,RMG
8.93,0.689970928,3023.44,0.093025737,6.93,2.000000003,RMG
5.98,0.141588272,4318.45,0.190350725,5.98,2.000000003,RMG
6.1,0.602284009,3567.75,0.070107331,4.1,2,RMG
8.2,0.223876186,4632.35,0.050166711,5.2,1.3,RMG
10.68,0.131267248,2730.39,0.080191599,10.68,1.039999998,RMG
8.52,0.315233861,3474.53,0.037580944,8.32,1.859999997,RMG
9.382,0.653391794,3538.97,0.109198399,7.322,0.824,RMG
5.73,0.324879059,4707.88,0.129069079,4.23,1.769999999,RMG
6.8,0.304917033,4717.03,0.060811741,4.8,1.2,RMG
10.76,0.544016753,3323.03,0.014158998,8.76,0.399999996,RMG
9.17,0.726024457,2935.52,0.029867528,7.27,2.000000002,RMG
8.6,0.617816002,3243.35,0.023648367,7.6,2.000000002,RMG
9.99,0.597251358,3347.33,0.010081008,7.79,1.999999996,RMG
4.8,0.206494156,2003.15,0.137589036,4.8,1.700000002,RMG
12.8,0.594739761,2871.95,0.095596026,3.8,1.999999998,RMG
3.24,0.110974741,3249.31,0.106358715,3.24,2.000000001,RMG
9.695,0.610992855,3342.02,0.048019256,7.945,1.999999998,RMG
9.265,0.632458824,3342.76,0.007728138,7.565,1.999999999,RMG
10.65,0.561484274,3437.05,0.038214655,8.15,2,RMG
9.04,0.429705366,2575.38,0.074293144,7.34,2,RMG
8.5,0.651139449,3299.85,0.027297366,6.5,1.749999999,RMG
10.75,0.462068916,2673.78,0.031834817,8.85,1.95,RMG
10.56,0.537226047,3282.38,0.019931122,8.91,0.529999999,RMG
4.1,0.115398642,1563.95,0.074369613,4.1,2,RMG
9.85,0.593245389,3341.37,0.047873787,8.15,2,RMG
9.5,0.647480921,3240.97,0.075933202,7.1,2.000000001,RMG
12.17,0.638136368,2788.21,0.091167189,3.97,2.000000002,RMG
7.35,0.122069158,3811.3,0.100109011,7.35,1.650000001,RMG
4.24,0.300062306,3622.18,0.096305267,3.14,2,RMG
4.6,0.591089109,3394.35,0.095675434,3.6,2.000000002,RMG
11.86,0.176843876,2758.42,0.110521646,3.38,1.819999998,RMG
8.15,0.414232621,3300.2,0.179580795,6.15,2,RMG
6.584,0.025542306,3990.806,0.112602149,6.584,1.999999999,RMG
8.92,0.687629144,3312.79,0.009576308,7.12,1.999999997,RMG
9.48,0.649710738,3232.31,0.077212072,7.08,2.000000002,RMG
8.76,0.663018105,3284.95,0.019186137,7.36,1.999999997,RMG
8.005,0.350004982,3752.78,0.04823435,8.005,2.000000003,RMG
12.585,0.179229815,2840.36,0.069339774,3.835,2,RMG
2.5,0.041634104,1393.4,0.090837648,2.5,2,RMG
7.55,0.415294712,3323.75,0.157990728,4.05,1.999999998,RMG
8.28,1.162909608,3268.03,0.046332352,6.48,1.599999998,RMG
5.89,0.364490049,3257.67,0.177508044,5.89,1.630000002,RMG
7.62,0.099658061,3496.286,0.05477857,7.62,2.000000003,RMG
11.8,0.114577821,2858.75,0.087260562,3,2.000000001,RMG
8.915,0.687345606,3324.535,0.008239374,7.115,1.995000002,RMG
6.7,0.234167106,2495.95,0.16251281,6.7,1.5,RMG
10.28,0.476786153,2615.99,0.056767523,8.28,1.819999998,RMG
8.35,0.643587246,3256.05,0.024491126,6.85,1.800000003,RMG
6.3,0.310988948,4722.45,0.0547931,4.8,1.2,RMG
7.5,0.434059751,3367.15,0.189886816,6.5,2.000000002,RMG
11.8,0.591871538,3512.95,0.073515324,5.8,1.999999999,RMG
9.85,1.502325407,2705.4,0.039904151,7.1,2.000000001,RMG
11.5,0.361687689,3577.31,0.070899343,4,2,RMG
8.4,0.687691642,3293.43,0.106243386,6.8,2,RMG
3,0.188751182,1745.65,0.115925889,3,1.899999999,RMG
9.54,0.657286801,3229.01,0.083116133,6.74,2,RMG
6.4,0.360408458,3372.05,0.152789381,5.4,1.700000001,RMG
8.7,0.135763686,3459.45,0.09084124,8.7,1.499999999,RMG
7.691,0.310045126,3843.217,0.133410297,7.691,1.387000001,RMG
5.74,0.148882679,4312.03,0.04245975,3.94,1.999999999,RMG
4.96,0.221180039,4376.978,0.107368089,4.96,1.999999998,RMG
9.88,0.628927085,3346.95,0.072153401,6.68,2.000000003,RMG
5.9,0.067029951,4133.15,0.117242316,5.9,2.000000001,RMG
11.8,0.246226388,2889.55,0.047552173,4.8,1.8,RMG
9.19,0.746656653,3102.72,0.024749215,7.09,1.999999999,RMG
4.4,0.171759405,2068.05,0.139526412,4.4,1.750000001,RMG
5,0.511023745,4343.35,0.061253549,4,2,RMG
5.8,0.467776696,4611.05,0.069712837,4.3,1.699999999,RMG
8.45,0.633812707,3356.22,0.022825674,7.25,1.949999998,RMG
6.58,0.17580643,4130.91,0.056311566,3.98,2.000000001,RMG
13.07,0.631891616,2894.29,0.08751422,3.67,2,RMG
9.685,0.492600824,3660.645,0.071955904,7.985,1.835,RMG
9.52,1.015046645,3694.07,0.044456519,7.52,1.84,RMG
8.1,0.591785653,3424.85,0.103990417,6.1,1.999999997,RMG
6.74,0.122076693,2586.27,0.029179834,6.74,2,RMG
7.5,0.573202175,4057.35,0.090912779,4,2,RMG
2,0.023297389,1599.55,0.150615874,2,2,RMG
3.65,0.341016788,1845.4,0.164741057,3.65,1.999999998,RMG
5.83,0.319198727,4721.98,0.125070396,4.33,1.669999999,RMG
9.32,1.3547729,2799.47,0.035951488,7.37,2.000000003,RMG
4.3,0.188884854,1830.35,0.123825657,4.3,1.749999999,RMG
5.95,0.367377437,3299.9,0.174556638,5.95,1.625000002,RMG
5.8,0.81366538,3517.725,0.029607141,4.8,1.775000002,RMG
5.715,0.362129606,3253.15,0.181519585,5.715,1.650000001,RMG
5.1,0.312446774,2754.35,0.143538798,5.1,1.699999998,RMG
6.1,0.242620953,4646.75,0.07446423,4.6,1.4,RMG
11.85,0.465397718,3063.25,0.078191611,4.35,1.899999999,RMG
10.5,0.709533801,3385.55,0.044388965,5.5,2.000000002,RMG
8.98,0.685805497,3365.13,0.011644533,6.98,1.990000003,RMG
7.8,0.221995753,3791.95,0.169894158,7.8,1.800000002,RMG
5.52,0.339490294,4651.53,0.13091924,4.02,2.000000001,RMG
10.52,0.147708789,2848.01,0.09826783,10.52,1.059999997,RMG
9.75,0.12594043,3005.65,0.063158477,7.25,1.500000002,RMG
8.04,0.019284655,3255.654,0.044167514,8.04,1.8,RMG
3.45,0.339537763,2132.6,0.1698833,3.45,2,RMG
9.93,0.496645839,3756.41,0.047110897,8.23,2.000000002,RMG
6.46,0.260884857,4104.03,0.124960388,6.26,2.000000001,RMG
7.6,0.121083371,3633.75,0.076022923,7.6,1.600000002,RMG
9.47,0.607216995,3356.29,0.006546852,7.77,1.999999997,RMG
9.2,0.665687144,3360.55,0.008547009,7.2,2.000000002,RMG
6,0.155887231,4130.35,0.032100183,4,1.9,RMG
5.75,0.362665237,4376.45,0.138345746,4.25,1.999999999,RMG
10.81,0.236696731,3185.97,0.102377371,5.11,1.999999998,RMG
11.16,0.817090943,3559.19,0.035157808,7.56,2.000000003,RMG
8.435,0.015343544,3276,0.039949425,8.435,1.919999997,RMG
7.44,0.082948956,3273.75,0.043825299,7.44,1.919999999,RMG
9.28,0.599474365,3463.35,0.043128365,7.08,2.000000002,RMG
12.5,0.183712779,2842.65,0.077925419,3.7,2.000000002,RMG
7.7,0.127237002,3718.95,0.097799517,7.7,1.600000002,RMG
9.69,0.607665792,3337.21,0.048161796,7.99,1.999999999,RMG
10.64,0.52814225,3284.47,0.011051228,9.04,0.319999999,RMG
10.78,0.235620501,3211.15,0.093686302,4.58,2.000000001,RMG
10.25,0.59113743,3467.05,0.007784395,7.25,2,RMG
12.12,0.222977418,2877.39,0.099452259,4.12,1.999999999,RMG
8.4,0.048079017,3341.75,0.045160213,8.4,1.999999999,RMG
5.895,0.364625477,3274.71,0.177953505,5.895,1.629999999,RMG
5.5,0.318051576,3240.65,0.2,5.5,2.000000002,RMG
8.97,1.105248031,3333.03,0.019577835,7.17,2.000000001,RMG
8.08,0.375929243,3327.81,0.174417051,7.48,1.999999999,RMG
12.35,0.132875508,2849.55,0.065509837,3.35,1.999999999,RMG
5.13,0.372740617,3431.15,0.160444287,5.13,1.730000001,RMG
11.14,0.555913636,3515.15,0.04957697,7.34,2,RMG
12.3,0.129223475,2842.65,0.083824813,3.8,1.9,RMG
9.65,0.611274384,3336.17,0.048015197,7.95,2,RMG
7.6054,0.101452755,3289.3136,0.042561506,7.5964,2.000000003,RMG
6.4,0.016303236,4083.75,0.126318978,6.4,2,RMG
10,0.460433394,3726.47,0.085632476,4,2,RMG
8.7,0.609477431,3245.95,0.031776284,7.7,2.000000002,RMG
5.81,0.347746395,3091.11,0.193880003,5.81,1.630000003,RMG
8.49,0.647631432,3321.61,0.014406774,7.09,1.999999999,RMG
7.392,0.304643408,3520.95,0.06435959,7.392,1.344000001,RMG
8.2,0.017389175,3322.75,0.047628048,8.2,1.899999999,RMG
8.8,0.679183185,3316.53,0.015027922,7,1.950000003,RMG
12.61,0.181100916,2830.91,0.070531381,3.81,1.999999999,RMG
7.75,0.176467094,3835.65,0.110009452,5.25,2,RMG
9.4,0.267476795,3313.55,0.12068933,9.4,1.399999998,RMG
8.38,0.720450739,2814.57,0.094426383,6.78,2.000000002,RMG
12.575,0.406014108,2594.55,0.100051829,8.075,1.449999996,RMG
11.75,0.260282808,2937.9,0.107171543,4.75,2.000000002,RMG
9.65,0.676598837,3354.65,0.015760009,6.65,2.000000002,RMG
9.86,0.592977383,3360.43,0.008057676,7.86,1.999999998,RMG
6.586,0.094610765,3872.174,0.105162676,6.586,2,RMG
11.53,0.428275869,2508.64,0.038862261,9.93,1.270000001,RMG
12.18,0.214295501,2869.51,0.095834406,3.98,2.000000001,RMG
8.81,0.680296672,3298.09,0.008600228,7.21,1.999999997,RMG
8.94,0.696939915,3299.35,0.040522519,6.94,2,RMG
12,0.020716685,2867.55,0.063770147,3,2.000000001,RMG
10.3,0.491085469,2641.35,0.046705815,8.3,1.999999997,RMG
4.999,0.149097084,3905.066,0.016533586,4.999,2,RMG
11.97,0.16971235,2888.49,0.106119274,3.07,2,RMG
8.68,1.095587066,3307.51,0.049469622,6.68,1.559999999,RMG
10.2,0.189926549,2843.25,0.125943638,10.2,1.099999997,RMG
8.8,0.711557147,3187.35,0.069117254,6.8,2,RMG
9.26,0.730931189,2873.24,0.0319755,7.26,2.000000002,RMG
9.68,0.648807522,3267.67,0.082258218,6.58,2.000000001,RMG
11.08,0.823731686,3696.15,0.022119127,6.28,2.000000003,RMG
12.1,0.200146092,2864.85,0.095513634,3.7,2.000000002,RMG
10.702,0.545049995,3252.338,0.017536483,9.052,0.371999996,RMG
10.76,0.552641355,3403.03,0.032568225,8.36,2.000000002,RMG
5.9,0.363711024,4491.75,0.083609102,4.4,1.8,RMG
12.5,0.174517595,2847.89,0.077925419,3.7,2.000000002,RMG
5.7,0.357736833,4436.25,0.138793903,4.2,1.999999999,RMG
6.85,0.35873304,3378.85,0.129899499,3.35,1.999999999,RMG
8.35,0.386514407,3292.35,0.174215429,6.85,2.000000001,RMG
7.1,0.122600352,3263.7,0.059560112,5.6,1.75,RMG
9.08,0.590114731,3146.95,0.071138253,7.88,2.000000003,RMG
9.75,0.465372901,2791.18,0.076762812,7.85,0.779999997,RMG
8.66875,0.704662849,3329.48625,0.068242863,6.91875,1.999999997,RMG
7.35,0.349250409,3331.6,0.1287892,3.35,1.999999999,RMG
9.16,1.100543365,3348.47,0.044152225,7.16,1.720000002,RMG
